ID,STATUS
5002222,0
5002223,0
5002224,0
5002225,1
5002226,0
5002227,1
5002228,0
5002229,0
5002230,1
5002231,0
5002232,1
5002233,1
5002234,0
5002235,0
5002236,1
5002237,1
5002238,0
5002239,0
5002241,1
5002242,0
5002243,1
5002244,0
5002245,1
5002246,0
5002247,0
5002248,1
5002249,1
5002250,1
5002251,0
5002253,1
5002254,1
5002255,1
5002256,1
5002257,0
5002258,0
5002259,0
5002260,0
5002262,1
5002263,1
5002264,0
5002265,1
5002266,0
5002267,0
5002268,1
5002270,0
5002271,0
5002273,0
5002274,1
5002275,1
5002276,1
5002277,1
5002278,1
5002279,0
5002280,0
5002283,0
5002285,1
5002286,0
5002287,0
5002289,1
5002291,1
5002292,1
5002293,1
5002294,1
5002296,0
5002297,0
5002298,0
5002299,0
5002300,0
5002301,1
5002302,1
5002303,1
5002304,0
5002305,0
5002306,0
5002309,0
5002310,1
5002311,1
5002312,1
5002313,1
5002314,0
5002315,0
5002316,0
5002317,0
5002318,0
5002319,0
5002320,0
5002321,0
5002322,1
5002323,0
5002324,1
5002325,0
5002326,0
5002330,0
5002331,1
5002332,1
5002333,0
5002335,0
5002336,0
5002337,0
5002338,0
5002339,0
5002340,0
5002341,0
5002342,1
5002343,1
5002344,1
5002345,1
5002346,0
5002347,0
5002348,0
5002349,0
5002350,1
5002351,0
5002352,0
5002353,0
5002354,1
5002355,1
5002356,1
5002360,1
5002363,0
5002364,0
5002365,0
5002368,0
5002369,1
5002370,1
5002373,0
5002374,0
5002375,1
5002376,0
5002377,0
5002378,0
5002380,0
5002381,0
5002383,0
5002384,0
5002385,0
5002386,0
5002387,0
5002388,0
5002390,0
5002391,0
5002392,0
5002394,0
5002395,0
5002396,1
5002397,0
5002398,1
5002399,1
5002402,0
5002403,1
5002404,1
5002405,0
5002408,0
5002409,0
5002410,1
5002411,0
5002412,1
5002413,1
5002418,1
5002420,1
5002421,1
5002422,1
5002424,1
5002425,0
5002426,0
5002427,0
5002428,0
5002429,1
5002430,1
5002431,1
5002432,0
5002433,0
5002434,0
5002435,0
5002436,0
5002437,1
5002438,1
5002439,0
5002441,0
5002443,1
5002444,1
5002445,1
5002446,1
5002447,1
5002448,0
5002449,0
5002450,0
5002453,0
5002454,0
5002455,0
5002456,0
5002457,0
5002458,1
5002459,1
5002460,0
5002462,0
5002465,0
5002467,1
5002469,0
5002471,0
5002472,0
5002474,0
5002475,1
5002476,1
5002477,0
5002479,0
5002480,1
5002481,1
5002482,0
5002483,0
5002484,0
5002485,0
5002486,0
5002487,1
5002488,0
5002489,1
5002490,0
5002491,1
5002492,0
5002495,0
5002496,0
5002497,0
5002501,1
5002502,0
5002505,1
5002507,0
5002508,1
5002509,1
5002510,1
5002511,0
5002512,0
5002514,0
5002515,0
5002518,0
5002519,0
5002520,0
5002521,1
5002523,0
5002524,0
5002525,0
5002526,0
5002527,1
5002528,0
5002529,0
5002533,0
5002534,1
5002537,1
5002538,1
5002539,1
5002540,1
5002541,0
5002543,1
5002544,0
5002545,1
5002547,0
5002548,1
5002549,0
5002550,0
5002551,0
5002554,0
5002555,1
5002556,1
5002557,1
5002558,1
5002559,1
5002560,0
5002562,0
5002563,0
5002564,0
5002565,0
5002566,0
5002567,0
5002568,1
5002570,0
5002571,0
5002572,0
5002573,0
5002574,1
5002575,1
5002576,1
5002578,0
5002579,0
5002581,1
5002582,1
5002583,0
5002584,0
5002585,0
5002586,0
5002587,0
5002588,0
5002589,1
5002590,1
5002591,0
5002592,0
5002593,0
5002594,0
5002595,0
5002597,1
5002598,0
5002599,0
5002601,0
5002602,0
5002603,1
5002604,0
5002605,1
5002606,1
5002607,1
5002608,1
5002609,0
5002611,0
5002612,1
5002615,0
5002616,1
5002617,0
5002618,0
5002619,0
5002620,0
5002621,1
5002622,1
5002623,1
5002624,1
5002626,0
5002628,1
5002629,1
5002630,0
5002631,0
5002633,1
5002636,1
5002637,1
5002638,1
5002639,0
5002642,0
5002644,1
5002645,1
5002646,0
5002647,1
5002649,1
5002650,0
5002651,1
5002652,0
5002653,0
5002654,1
5002655,0
5002660,0
5002661,0
5002662,1
5002665,0
5002666,0
5002667,1
5002668,0
5002669,0
5002670,0
5002671,1
5002672,0
5002673,0
5002674,0
5002675,1
5002677,1
5002679,0
5002680,1
5002683,0
5002684,0
5002685,0
5002686,1
5002687,0
5002688,1
5002689,1
5002690,1
5002691,0
5002694,0
5002695,1
5002696,1
5002697,1
5002698,0
5002699,0
5002700,1
5002701,0
5002702,0
5002703,0
5002704,0
5002705,0
5002706,0
5002708,1
5002709,0
5002710,1
5002711,1
5002713,1
5002715,0
5002716,1
5002717,1
5002718,1
5002719,1
5002720,1
5002722,0
5002723,1
5002725,0
5002727,0
5002728,1
5002729,0
5002730,1
5002731,1
5002732,1
5002733,0
5002734,1
5002735,0
5002736,0
5002737,0
5002738,1
5002739,1
5002740,1
5002741,1
5002742,0
5002743,0
5002744,0
5002745,0
5002747,0
5002749,0
5002750,0
5002752,0
5002753,0
5002754,0
5002755,1
5002756,1
5002757,1
5002758,0
5002759,1
5002760,0
5002762,0
5002763,1
5002765,1
5002766,0
5002767,0
5002768,0
5002769,1
5002770,0
5002776,0
5002779,0
5002780,0
5002781,1
5002782,0
5002783,0
5002784,1
5002787,0
5002788,0
5002789,1
5002790,0
5002791,1
5002792,1
5002793,0
5002795,0
5002796,1
5002798,0
5002799,0
5002800,0
5002804,1
5002805,0
5002806,0
5002807,1
5002808,1
5002809,1
5002810,1
5002811,0
5002812,0
5002813,1
5002814,0
5002815,0
5002817,0
5002818,0
5002819,1
5002820,1
5002821,0
5002822,0
5002825,0
5002827,1
5002828,0
5002829,1
5002830,1
5002831,0
5002832,1
5002833,1
5002837,1
5002840,0
5002841,1
5002843,0
5002844,1
5002845,1
5002846,1
5002847,1
5002848,0
5002849,0
5002850,1
5002851,0
5002852,1
5002853,0
5002854,1
5002855,0
5002856,1
5002857,0
5002860,0
5002862,0
5002863,0
5002864,0
5002865,0
5002866,1
5002867,0
5002869,1
5002870,0
5002871,1
5002872,1
5002873,0
5002874,0
5002878,1
5002879,0
5002882,1
5002883,1
5002884,1
5002886,0
5002887,0
5002888,0
5002889,0
5002890,1
5002892,0
5002893,0
5002894,0
5002895,0
5002896,0
5002897,1
5002898,1
5002899,1
5002900,0
5002901,0
5002902,0
5002903,1
5002904,1
5002905,1
5002906,0
5002909,0
5002910,0
5002911,0
5002912,0
5002913,0
5002914,0
5002915,0
5002916,0
5002917,1
5002918,1
5002919,1
5002920,0
5002921,1
5002922,0
5002923,0
5002929,0
5002930,0
5002931,0
5002933,0
5002934,0
5002935,1
5002936,1
5002937,1
5002938,0
5002939,0
5002940,0
5002943,1
5002944,1
5002945,1
5002946,1
5002947,0
5002948,0
5002949,0
5002950,1
5002953,0
5002955,0
5002956,0
5002958,1
5002961,1
5002962,0
5002963,0
5002964,0
5002966,0
5002967,1
5002968,0
5002969,1
5002970,1
5002971,1
5002972,1
5002973,0
5002974,0
5002975,0
5002976,0
5002977,0
5002978,0
5002979,0
5002981,0
5002982,0
5002983,0
5002985,1
5002986,1
5002987,0
5002988,0
5002989,0
5002990,0
5002991,1
5002992,0
5002993,0
5002994,0
5002995,0
5002996,1
5002999,0
5003000,1
5003001,1
5003002,1
5003003,1
5003006,1
5003007,1
5003008,0
5003011,0
5003012,0
5003013,0
5003014,0
5003015,1
5003016,0
5003017,1
5003018,1
5003019,0
5003020,0
5003021,0
5003023,0
5003024,1
5003025,0
5003026,0
5003027,0
5003028,0
5003029,0
5003030,0
5003031,0
5003033,0
5003034,0
5003035,0
5003036,1
5003037,0
5003038,0
5003039,0
5003040,0
5003041,0
5003042,0
5003043,0
5003046,1
5003049,0
5003050,0
5003051,1
5003052,0
5003053,0
5003054,1
5003056,1
5003057,1
5003058,1
5003059,0
5003061,1
5003065,0
5003066,0
5003067,0
5003068,0
5003069,0
5003070,0
5003073,1
5003074,0
5003075,0
5003076,1
5003079,1
5003082,1
5003083,1
5003084,0
5003086,1
5003088,1
5003089,1
5003090,0
5003091,0
5003092,0
5003093,0
5003094,0
5003095,0
5003096,0
5003097,1
5003098,1
5003099,0
5003100,0
5003101,0
5003102,1
5003103,1
5003104,1
5003105,1
5003106,1
5003107,0
5003108,0
5003110,0
5003111,1
5003112,1
5003113,1
5003115,0
5003116,0
5003117,0
5003118,0
5003119,0
5003120,0
5003121,0
5003122,0
5003123,0
5003124,1
5003125,1
5003126,0
5003127,0
5003128,0
5003129,0
5003131,0
5003132,0
5003133,1
5003134,1
5003135,1
5003136,0
5003137,0
5003138,0
5003139,0
5003140,1
5003141,0
5003142,1
5003143,0
5003144,0
5003145,0
5003146,0
5003147,0
5003148,1
5003149,1
5003150,0
5003151,0
5003152,0
5003153,1
5003154,1
5003155,1
5003156,0
5003157,1
5003158,1
5003159,1
5003160,0
5003161,1
5003162,0
5003163,0
5003164,0
5003165,0
5003166,0
5003167,1
5003168,0
5003169,1
5003170,0
5003171,1
5003172,1
5003173,1
5003174,0
5003175,1
5003176,1
5003177,1
5003178,0
5003179,1
5003180,1
5003181,0
5003182,1
5003183,1
5003186,1
5003187,0
5003188,0
5003189,0
5003194,1
5003197,1
5003198,0
5003199,1
5003200,0
5003201,0
5003202,0
5003203,0
5003205,0
5003206,0
5003207,0
5003209,1
5003210,0
5003211,1
5003212,1
5003214,0
5003219,1
5003220,0
5003221,0
5003222,0
5003224,0
5003225,0
5003226,0
5003227,0
5003228,0
5003229,0
5003230,0
5003231,1
5003232,1
5003233,0
5003234,0
5003235,0
5003236,0
5003237,1
5003238,0
5003239,1
5003240,1
5003241,1
5003242,0
5003243,0
5003244,1
5003245,1
5003246,1
5003247,0
5003248,0
5003249,0
5003250,0
5003252,0
5003253,0
5003255,1
5003256,1
5003257,0
5003258,0
5003259,0
5003260,0
5003261,1
5003262,0
5003263,0
5003264,0
5003265,0
5003266,1
5003267,0
5003268,0
5003269,0
5003270,1
5003272,0
5003273,1
5003274,1
5003275,0
5003276,0
5003277,0
5003278,1
5003279,1
5003281,0
5003282,1
5003283,0
5003284,0
5003286,0
5003287,1
5003288,0
5003289,1
5003291,0
5003292,0
5003293,0
5003294,1
5003295,0
5003298,0
5003299,0
5003300,0
5003301,0
5003302,0
5003303,0
5003304,1
5003305,1
5003306,1
5003307,1
5003308,0
5003311,0
5003312,1
5003313,1
5003314,1
5003315,0
5003316,0
5003317,1
5003318,0
5003319,0
5003320,1
5003321,0
5003322,0
5003323,0
5003324,0
5003325,0
5003326,0
5003328,1
5003329,0
5003330,1
5003334,0
5003335,0
5003337,1
5003338,1
5003339,0
5003343,1
5003344,1
5003345,1
5003346,1
5003349,1
5003350,0
5003351,0
5003352,0
5003353,0
5003354,0
5003355,0
5003356,0
5003357,0
5003358,0
5003359,0
5003360,0
5003362,0
5003364,1
5003365,0
5003366,0
5003367,0
5003369,1
5003370,0
5003371,1
5003372,0
5003373,1
5003374,1
5003375,1
5003377,0
5003378,1
5003383,0
5003385,0
5003386,1
5003388,1
5003391,0
5003392,0
5003393,1
5003394,1
5003395,0
5003396,0
5003397,1
5003398,0
5003400,0
5003401,1
5003402,0
5003408,0
5003409,0
5003410,0
5003411,1
5003412,1
5003413,0
5003414,0
5003415,0
5003417,0
5003418,1
5003420,1
5003421,1
5003422,0
5003423,0
5003424,1
5003428,0
5003430,0
5003431,0
5003432,0
5003433,0
5003434,0
5003435,1
5003436,0
5003437,0
5003438,0
5003440,0
5003441,1
5003442,1
5003444,0
5003445,0
5003449,1
5003450,0
5003451,1
5003452,1
5003453,1
5003454,1
5003455,0
5003456,0
5003457,1
5003458,0
5003459,0
5003460,0
5003461,0
5003463,1
5003464,0
5003465,0
5003466,0
5003467,0
5003469,0
5003470,1
5003471,0
5003472,0
5003473,0
5003474,0
5003475,0
5003476,1
5003477,0
5003478,0
5003479,0
5003480,1
5003481,1
5003482,1
5003483,0
5003484,0
5003485,1
5003486,0
5003487,0
5003490,1
5003492,1
5003493,0
5003494,0
5003495,0
5003496,1
5003497,1
5003498,0
5003499,0
5003500,0
5003504,0
5003505,0
5003506,0
5003507,0
5003509,0
5003510,1
5003511,1
5003512,1
5003513,1
5003514,0
5003515,0
5003516,0
5003517,0
5003518,0
5003519,0
5003520,1
5003521,0
5003522,0
5003523,0
5003524,0
5003525,0
5003526,0
5003527,0
5003528,0
5003531,0
5003532,0
5003533,0
5003534,0
5003535,0
5003536,1
5003537,0
5003538,1
5003539,0
5003540,0
5003541,0
5003542,1
5003543,0
5003545,0
5003546,0
5003547,0
5003548,0
5003549,1
5003550,1
5003551,0
5003553,0
5003558,0
5003560,1
5003561,0
5003562,1
5003563,1
5003564,1
5003565,1
5003566,1
5003567,0
5003568,0
5003569,0
5003570,1
5003571,1
5003572,0
5003574,1
5003576,0
5003577,1
5003579,0
5003582,0
5003583,1
5003584,1
5003586,0
5003587,0
5003588,0
5003589,0
5003590,0
5003591,1
5003593,0
5003594,0
5003596,0
5003597,0
5003598,1
5003599,1
5003600,0
5003601,1
5003602,0
5003603,0
5003604,0
5003605,1
5003606,1
5003607,1
5003608,1
5003609,0
5003610,0
5003611,0
5003612,1
5003613,1
5003616,0
5003620,0
5003621,0
5003622,0
5003623,0
5003624,0
5003627,0
5003628,0
5003629,0
5003630,1
5003631,1
5003632,1
5003633,0
5003634,0
5003635,0
5003636,0
5003640,1
5003642,1
5003643,0
5003644,0
5003645,0
5003646,1
5003647,0
5003648,1
5003649,1
5003651,0
5003652,0
5003659,1
5003660,1
5003661,1
5003662,1
5003663,0
5003665,1
5003666,1
5003667,1
5003670,0
5003671,0
5003673,0
5003674,1
5003677,0
5003678,0
5003679,1
5003683,0
5003684,0
5003685,0
5003686,0
5003687,0
5003688,0
5003689,0
5003690,0
5003691,0
5003698,1
5003701,0
5003702,1
5003703,1
5003704,1
5003705,1
5003706,1
5003709,0
5003710,1
5003711,1
5003712,0
5003713,0
5003714,0
5003715,0
5003716,1
5003717,0
5003718,0
5003719,0
5003720,1
5003721,0
5003722,0
5003725,0
5003726,0
5003727,0
5003728,1
5003729,1
5003733,0
5003734,0
5003736,1
5003738,1
5003739,0
5003740,1
5003741,1
5003742,1
5003743,1
5003744,0
5003745,0
5003746,0
5003747,0
5003748,0
5003749,0
5003750,0
5003751,1
5003756,0
5003757,1
5003758,1
5003759,0
5003760,0
5003761,1
5003762,0
5003763,1
5003764,1
5003765,1
5003766,0
5003767,0
5003768,0
5003769,0
5003770,1
5003771,0
5003772,0
5003774,0
5003775,0
5003776,1
5003777,1
5003778,1
5003779,0
5003780,0
5003781,0
5003782,0
5003783,0
5003784,0
5003785,1
5003786,1
5003787,1
5003790,0
5003791,0
5003792,1
5003793,0
5003794,1
5003795,0
5003796,0
5003797,0
5003798,0
5003802,0
5003803,0
5003804,1
5003806,1
5003807,0
5003808,0
5003809,1
5003810,1
5003811,1
5003812,0
5003813,1
5003814,0
5003821,0
5003822,1
5003823,1
5003824,0
5003825,0
5003826,0
5003827,0
5003828,0
5003829,0
5003830,1
5003831,0
5003836,1
5003837,1
5003838,1
5003839,1
5003840,0
5003841,0
5003842,1
5003843,1
5003844,0
5003845,0
5003846,1
5003847,1
5003848,1
5003849,1
5003852,1
5003853,1
5003854,1
5003855,1
5003856,1
5003857,0
5003860,0
5003861,0
5003862,0
5003863,0
5003865,1
5003866,1
5003867,0
5003868,0
5003870,1
5003871,1
5003872,0
5003873,1
5003874,0
5003875,1
5003876,0
5003880,1
5003881,1
5003882,1
5003885,0
5003886,0
5003887,1
5003888,1
5003889,1
5003890,0
5003892,1
5003893,0
5003895,1
5003897,0
5003898,0
5003900,0
5003901,1
5003902,1
5003905,1
5003906,1
5003907,0
5003912,1
5003913,1
5003914,1
5003915,0
5003916,0
5003917,0
5003918,0
5003919,0
5003920,0
5003921,0
5003922,0
5003924,0
5003925,0
5003927,0
5003928,1
5003929,0
5003930,1
5003932,0
5003933,0
5003934,1
5003935,0
5003936,0
5003937,0
5003939,0
5003941,0
5003942,1
5003944,0
5003947,0
5003948,0
5003949,0
5003950,0
5003951,0
5003952,1
5003953,1
5003954,1
5003955,1
5003956,1
5003957,1
5003960,1
5003961,1
5003962,1
5003963,0
5003964,1
5003965,0
5003966,1
5003967,1
5003968,0
5003969,0
5003970,1
5003972,1
5003973,1
5003975,0
5003976,0
5003977,1
5003978,0
5003979,0
5003980,1
5003981,0
5003982,0
5003983,0
5003984,0
5003985,0
5003986,0
5003987,0
5003988,0
5003989,1
5003990,1
5003991,0
5003992,1
5003993,0
5003994,1
5003995,1
5003996,0
5003997,0
5003998,0
5003999,0
5004001,0
5004004,0
5004005,1
5004007,1
5004008,0
5004009,0
5004012,0
5004013,0
5004014,0
5004015,1
5004016,1
5004017,0
5004018,0
5004019,0
5004020,0
5004021,1
5004022,1
5004023,0
5004024,0
5004025,0
5004026,0
5004028,1
5004029,1
5004030,0
5004031,1
5004032,0
5004033,1
5004034,0
5004036,1
5004037,0
5004041,0
5004042,0
5004043,1
5004044,1
5004045,1
5004046,0
5004047,1
5004048,0
5004052,0
5004053,0
5004054,1
5004055,1
5004056,0
5004057,0
5004058,0
5004059,0
5004063,0
5004065,0
5004066,0
5004067,1
5004068,0
5004071,1
5004072,0
5004075,0
5004076,0
5004077,0
5004081,0
5004082,1
5004083,1
5004084,0
5004085,1
5004086,1
5004087,1
5004089,0
5004090,0
5004091,1
5004092,0
5004093,0
5004094,0
5004095,1
5004096,1
5004097,1
5004099,1
5004101,1
5004102,1
5004104,0
5004105,1
5004106,0
5004107,0
5004108,0
5004109,0
5004111,0
5004113,1
5004114,1
5004115,0
5004116,0
5004117,0
5004118,0
5004122,0
5004123,0
5004124,1
5004125,0
5004126,1
5004127,0
5004128,0
5004129,1
5004130,1
5004131,1
5004132,1
5004133,1
5004134,0
5004135,1
5004136,0
5004137,1
5004138,0
5004140,1
5004141,1
5004145,0
5004147,0
5004149,0
5004151,1
5004152,1
5004153,1
5004155,0
5004156,1
5004157,1
5004158,1
5004159,0
5004161,0
5004162,0
5004163,0
5004165,0
5004166,0
5004167,0
5004169,0
5004170,1
5004171,1
5004173,0
5004174,0
5004175,0
5004176,0
5004177,0
5004178,0
5004179,1
5004180,1
5004181,0
5004182,1
5004183,1
5004184,0
5004185,1
5004186,1
5004187,0
5004191,1
5004193,0
5004194,0
5004195,1
5004196,1
5004197,0
5004201,0
5004202,1
5004203,1
5004206,0
5004207,0
5004208,0
5004209,0
5004211,0
5004212,0
5004213,0
5004214,0
5004215,1
5004217,0
5004218,0
5004219,0
5004220,0
5004221,0
5004222,1
5004223,0
5004224,0
5004225,0
5004227,1
5004228,0
5004229,1
5004230,1
5004231,0
5004232,1
5004233,0
5004234,0
5004235,1
5004236,1
5004237,1
5004238,0
5004239,0
5004240,1
5004241,1
5004244,0
5004248,0
5004249,1
5004250,1
5004251,0
5004252,1
5004254,0
5004255,0
5004256,0
5004257,0
5004258,1
5004259,0
5004261,0
5004262,0
5004263,1
5004264,0
5004265,1
5004266,1
5004267,1
5004269,1
5004270,1
5004273,1
5004274,1
5004275,0
5004278,1
5004279,0
5004282,0
5004283,0
5004284,0
5004285,0
5004286,0
5004287,1
5004288,0
5004289,0
5004290,0
5004291,1
5004292,1
5004293,0
5004294,0
5004304,1
5004306,0
5004307,1
5004311,0
5004313,0
5004314,0
5004315,1
5004320,1
5004322,0
5004323,0
5004324,0
5004325,0
5004326,0
5004327,0
5004328,0
5004329,0
5004330,0
5004331,0
5004333,1
5004334,1
5004335,0
5004337,1
5004338,1
5004339,0
5004340,1
5004342,0
5004343,0
5004344,1
5004345,0
5004346,0
5004347,0
5004348,0
5004349,0
5004350,0
5004351,0
5004352,1
5004353,1
5004355,1
5004356,1
5004357,1
5004358,0
5004359,0
5004360,1
5004361,1
5004362,1
5004363,1
5004364,0
5004365,0
5004366,0
5004367,0
5004368,0
5004369,1
5004370,1
5004371,0
5004372,0
5004373,0
5004374,0
5004375,0
5004376,0
5004377,0
5004378,0
5004379,0
5004380,1
5004381,1
5004382,1
5004383,1
5004384,0
5004385,0
5004386,0
5004387,1
5004388,0
5004389,1
5004392,1
5004393,1
5004394,0
5004395,0
5004396,0
5004397,0
5004398,0
5004399,0
5004400,0
5004401,0
5004402,0
5004403,0
5004404,0
5004405,1
5004406,0
5004407,1
5004408,0
5004409,0
5004410,0
5004411,0
5004412,0
5004413,0
5004414,0
5004415,0
5004417,0
5004419,0
5004420,0
5004421,1
5004422,1
5004423,1
5004424,1
5004425,0
5004426,0
5004427,0
5004428,0
5004429,0
5004430,1
5004431,0
5004432,0
5004433,0
5004434,0
5004435,1
5004436,1
5004437,0
5004438,1
5004439,1
5004440,1
5004441,0
5004442,0
5004444,1
5004445,1
5004446,0
5004447,1
5004448,0
5004449,0
5004450,1
5004451,0
5004452,0
5004453,1
5004454,1
5004455,1
5004456,1
5004457,1
5004458,0
5004460,0
5004462,1
5004463,1
5004464,0
5004465,0
5004468,0
5004469,0
5004470,1
5004472,0
5004474,0
5004475,0
5004478,1
5004481,0
5004482,0
5004483,0
5004484,1
5004485,1
5004486,0
5004487,0
5004488,0
5004489,1
5004490,0
5004491,0
5004492,0
5004493,0
5004494,1
5004495,1
5004497,0
5004498,0
5004500,0
5004501,1
5004502,1
5004504,1
5004505,1
5004506,0
5004507,1
5004509,0
5004510,0
5004511,1
5004512,0
5004513,1
5004514,1
5004515,1
5004516,0
5004517,0
5004518,0
5004519,1
5004520,0
5004521,0
5004522,1
5004523,1
5004524,0
5004526,0
5004527,0
5004528,1
5004529,0
5004530,0
5004531,1
5004532,1
5004533,0
5004535,1
5004536,0
5004542,1
5004544,0
5004545,1
5004546,0
5004547,0
5004548,1
5004549,0
5004550,0
5004551,0
5004552,0
5004553,1
5004554,0
5004555,0
5004557,1
5004558,0
5004559,0
5004560,1
5004561,1
5004562,0
5004563,0
5004564,0
5004565,0
5004566,0
5004567,0
5004568,1
5004569,0
5004570,1
5004571,1
5004572,0
5004573,0
5004574,1
5004575,0
5004576,0
5004578,1
5004579,0
5004580,0
5004581,1
5004582,1
5004583,0
5004584,0
5004585,0
5004586,0
5004587,0
5004588,1
5004589,0
5004590,0
5004591,0
5004592,0
5004593,1
5004595,0
5004599,0
5004601,1
5004602,0
5004603,1
5004604,1
5004606,0
5004608,0
5004609,0
5004610,1
5004611,1
5004612,0
5004613,1
5004614,1
5004615,1
5004616,0
5004617,1
5004618,1
5004620,1
5004621,0
5004623,1
5004624,0
5004625,0
5004629,0
5004631,1
5004633,1
5004634,0
5004635,0
5004637,0
5004638,0
5004639,0
5004640,1
5004641,0
5004642,1
5004643,1
5004644,0
5004645,1
5004646,0
5004647,0
5004648,0
5004649,1
5004650,0
5004651,1
5004652,1
5004653,1
5004655,0
5004657,0
5004658,0
5004659,1
5004660,1
5004661,0
5004662,0
5004663,0
5004664,0
5004666,1
5004668,0
5004669,0
5004670,0
5004671,0
5004672,0
5004673,0
5004674,0
5004675,1
5004677,0
5004678,0
5004679,0
5004680,1
5004682,0
5004683,0
5004684,0
5004685,1
5004688,0
5004689,1
5004690,1
5004691,1
5004692,1
5004693,1
